avg_coord,x_y_grid_pt,city_state,current_temp,wind,description
-24.04165,"105, 60","Princeton,IL",35.0,10 mph,Mostly Clear
-23.54625,"77, 86","Sangaree,SC",63.0,0 to 8 mph,Partly Cloudy
-42.5811,"77, 126","Templeton,CA",46.0,10 to 15 mph,Rain Showers Likely then Rain
-35.70635,"77, 12","Los Fresnos,TX",71.0,2 to 6 mph,Partly Cloudy
-35.4029,"100, 191","South Weber,UT",41.0,10 to 14 mph,Rain
-27.7325,"32, 97","Watford City,ND",22.0,7 to 14 mph,Cloudy
-24.41575,"105, 98","Crookston,MN",31.0,14 to 18 mph,Cloudy
-16.9249,"75, 101","Madison Park,NJ",44.0,10 mph,Mostly Clear
-21.10415,"69, 91","Covington,VA",42.0,3 mph,Clear
-19.53505,"98, 62","Latrobe,PA",34.0,2 mph,Partly Cloudy
-27.70425,"13, 92","DeFuniak Springs,FL",64.0,0 mph,Mostly Clear
-25.8531,"88, 75","Olivette,MO",46.0,7 mph,Chance Rain Showers
-16.587400000000002,"44, 102","Baldwinsville,NY",37.0,3 to 7 mph,Partly Cloudy
-16.0074,"66, 51","Sound Beach,NY",47.0,16 mph,Mostly Clear
-41.72305,"23, 68","Winters,CA",45.0,8 to 14 mph,Rain
-24.06305,"147, 102","Aibonito,PR",70.0,3 mph,Scattered Rain Showers
-17.524250000000002,"48, 82","Glenside,PA",44.0,10 mph,Mostly Clear
-33.2719,"25, 53","Breckenridge,CO",24.0,8 to 12 mph,Mostly Clear
-42.3929,"101, 64","Interlaken,CA",46.0,9 to 17 mph,Rain Showers
-27.600700000000003,"71, 68","Southgate,FL",70.0,9 mph,Partly Cloudy
-17.58455,"49, 63","Medina,NY",35.0,9 mph,Partly Cloudy
-16.90875,"78, 100","Strathmore,NJ",45.0,10 to 15 mph,Mostly Clear
-16.41065,"37, 48","Greenville,NY",43.0,15 mph,Mostly Clear
-20.42315,"79, 42","Seville,OH",35.0,5 mph,Partly Cloudy
-17.278150000000004,"41, 107","Wilson,PA",41.0,10 mph,Mostly Clear
-19.83905,"74, 63","Carnegie,PA",36.0,5 mph,Partly Cloudy
-31.8375,"82, 126","Aubrey,TX",67.0,10 mph,Slight Chance Showers And Thunderstorms
-17.23055,"74, 22","Pittston,PA",40.0,6 mph,Partly Cloudy
-27.3349,"64, 50","Holly Springs,MS",60.0,5 mph,Patchy Fog
-36.0586,"30, 16","Rio Bravo,TX",70.0,10 mph,Mostly Cloudy
-22.609,"43, 36","Withamsville,OH",38.0,10 mph,Partly Cloudy
-31.86955,"106, 94","Kaufman,TX",67.0,5 mph,Mostly Cloudy
-19.75635,"122, 49","Campbell,OH",34.0,5 mph,Partly Cloudy
-42.80635,"77, 99","Guadalupe,CA",49.0,10 to 15 mph,Rain Showers Likely then Rain
-35.0544,"107, 217","Providence,UT",35.0,3 to 13 mph,Rain
-20.80185,"44, 20","Milan,MI",33.0,6 mph,Partly Cloudy
-40.99594999999999,"48, 108","Oroville East,CA",44.0,9 to 13 mph,Rain
-32.57585,"46, 90","Estes Park,CO",30.0,6 to 9 mph,Partly Cloudy
-24.36075,"75, 97","Waite Park,MN",30.0,10 mph,Mostly Cloudy
-29.757600000000004,"61, 38","Park City,KS",53.0,10 mph,Patchy Fog
-28.2078,"73, 11","Forsyth,MO",52.0,5 mph,Mostly Cloudy
-27.67615,"97, 38","McGregor,FL",72.0,10 mph,Partly Cloudy
-22.6065,"102, 96","Cheraw,SC",57.0,9 mph,Mostly Clear
-24.873950000000004,"130, 41","Swainsboro,GA",65.0,5 mph,Partly Cloudy
-31.5363,"29, 124","Jasper,TX",65.0,5 mph,Patchy Fog
-27.7786,"14, 69","Wynne,AR",58.0,5 mph,Patchy Fog
-22.87205,"58, 92","Round Lake Park,IL",36.0,5 to 10 mph,Partly Cloudy
-18.133,"132, 23","Quarryville,PA",40.0,10 mph,Mostly Clear
-33.73405,"47, 80","Salida,CO",35.0,0 to 5 mph,Partly Cloudy
-21.10015,"113, 48","South Boston,VA",47.0,6 to 9 mph,Clear
-26.7721,"67, 138","Citrus Hills,FL",64.0,7 mph,Partly Cloudy
-17.4721,"56, 65","Albion,NY",36.0,9 mph,Partly Cloudy
-15.938299999999998,"71, 51","Wading River,NY",45.0,15 mph,Mostly Clear
-25.165550000000003,"138, 75","Salem,IL",44.0,9 mph,Mostly Cloudy
-42.0881,"87, 129","Boyes Hot Springs,CA",42.0,10 to 15 mph,Showers And Thunderstorms
-36.42335,"112, 110","Payette,ID",28.0,5 mph,Mostly Cloudy
-29.097449999999995,"84, 123","Grove,OK",53.0,5 to 10 mph,Mostly Cloudy
-18.701750000000004,"95, 15","Gettysburg,PA",37.0,6 mph,Partly Cloudy
-32.62235,"77, 99","Highlands,TX",67.0,0 to 5 mph,Mostly Clear
-23.8198,"61, 40","Welcome,SC",58.0,9 mph,Partly Cloudy
-24.35745,"12, 70","Kasson,MN",29.0,10 to 14 mph,Partly Cloudy
-36.9416,"140, 87","Granite Falls,WA",26.0,3 to 7 mph,Rain And Snow Showers Likely
-26.65265,"47, 24","Creston,IA",37.0,13 mph,Mostly Cloudy
-25.1197,"80, 119","Clear Lake,IA",30.0,13 mph,Partly Cloudy
-41.233,"497, 123","Steele Creek,AK",16.0,5 to 10 mph,Chance Light Snow
-28.43775,"16, 61","Fort Scott,KS",50.0,8 mph,Mostly Cloudy
-16.872,"20, 29","Fanwood,NJ",44.0,10 mph,Mostly Clear
-67.7543,"217, 122","Pukalani,HI",63.0,15 mph,Partly Cloudy then Isolated Rain Showers
-33.669149999999995,"161, 89","Hornsby Bend,TX",64.0,0 mph,Partly Cloudy
-33.90989999999999,"142, 111","Carbondale,CO",30.0,5 to 10 mph,Mostly Clear
-19.0182,"70, 101","Robinwood,MD",41.0,12 mph,Mostly Clear
-26.1275,"56, 59","Perry,IA",33.0,10 mph,Partly Cloudy
-42.213750000000005,"76, 136","Sebastopol,CA",41.0,6 to 12 mph,Showers And Thunderstorms
-25.6772,"65, 88","Webster City,IA",31.0,14 mph,Partly Cloudy
-21.319450000000003,"54, 32","Hastings,MI",31.0,6 mph,Mostly Clear
-35.39035,"96, 200","Plain City,UT",36.0,5 to 13 mph,Light Rain
-26.7269,"67, 6","Indiantown,FL",70.0,5 to 10 mph,Slight Chance Rain Showers
-17.301450000000003,"67, 80","Fort Dix,NJ",43.0,10 mph,Mostly Clear
-41.2825,"33, 46","Holtville,CA",55.0,5 to 10 mph,Mostly Clear
-30.083,"57, 14","Wellington,KS",56.0,10 mph,Slight Chance Light Rain
-41.58879999999999,"52, 91","Piñon Hills,CA",45.0,10 to 15 mph,Rain Showers Likely then Light Rain Likely
-24.9081,"69, 99","Auburn,GA",62.0,5 mph,Partly Cloudy
-18.8933,"79, 102","Thurmont,MD",42.0,12 mph,Mostly Clear
-30.3142,"32, 106","Old Jefferson,LA",67.0,0 mph,Patchy Fog
-16.12005,"65, 42","North Patchogue,NY",45.0,12 mph,Mostly Clear
-20.62745,"39, 40","Brighton,MI",33.0,3 mph,Partly Cloudy
-30.91925,"80, 120","Oakdale,LA",64.0,0 mph,Patchy Fog
-23.926700000000004,"144, 129","San Antonio,PR",73.0,6 mph,Scattered Rain Showers
-32.270700000000005,"164, 51","Lamar,CO",45.0,10 to 20 mph,Partly Cloudy
-16.6741,"70, 126","Butler,NJ",42.0,10 mph,Mostly Clear
-38.1506,"94, 27","Chehalis,WA",27.0,5 mph,Chance Rain Showers
-23.64205,"54, 61","Etowah,NC",51.0,2 mph,Partly Cloudy
-16.988900000000005,"69, 103","East Franklin,NJ",43.0,10 mph,Mostly Clear
-37.583200000000005,"119, 48","Waller,WA",31.0,2 to 6 mph,Chance Rain Showers
-23.0273,"40, 71","Windsor,WI",34.0,5 to 10 mph,Partly Cloudy
-15.564300000000005,"50, 65","Scotia,NY",37.0,7 mph,Mostly Clear
-27.785100000000003,"79, 40","Marshfield,MO",50.0,10 mph,Mostly Cloudy
-25.38095,"33, 116","Devils Lake,ND",27.0,21 to 25 mph,Cloudy
-32.31085,"66, 103","River Oaks,TX",67.0,5 mph,Mostly Cloudy
-22.36065,"43, 22","Waupaca,WI",32.0,6 mph,Mostly Cloudy
-36.989,"85, 144","Wapato,WA",27.0,7 mph,Isolated Rain And Snow Showers
-23.2713,"26, 97","South Beloit,IL",34.0,5 to 10 mph,Partly Cloudy
-16.48645,"47, 32","Baldwin Harbor,NY",48.0,17 mph,Mostly Clear
-67.7789,"217, 120","Kula,HI",61.0,8 mph,Mostly Clear
-22.9989,"67, 71","Broadview,IL",40.0,10 mph,Partly Cloudy
-30.3902,"124, 115","Cushing,OK",57.0,8 mph,Patchy Fog
-17.9734,"32, 63","Pike Creek,DE",44.0,10 to 15 mph,Mostly Clear
-26.4214,"87, 102","Milan,TN",57.0,5 mph,Mostly Cloudy
-27.684050000000003,"45, 42","Senatobia,MS",60.0,0 to 5 mph,Patchy Fog
-23.844950000000004,"177, 110","Juncos,PR",73.0,5 mph,Scattered Showers And Thunderstorms
-26.54795,"117, 42","Sioux Center,IA",33.0,10 to 15 mph,Mostly Cloudy
-22.9964,"74, 62","Calumet Park,IL",40.0,10 mph,Partly Cloudy
-41.6035,"50, 29","Escalon,CA",47.0,9 to 20 mph,Rain
-23.67415,"193, 122","Luquillo,PR",78.0,8 mph,Scattered Showers And Thunderstorms
-38.5,"113, 111","Lake Shore,WA",34.0,5 mph,Mostly Cloudy then Areas Of Frost
-25.92085,"43, 12","Pulaski,TN",57.0,0 mph,Partly Cloudy
-16.524549999999998,"30, 46","Emerson,NJ",43.0,10 mph,Mostly Clear
-16.932500000000005,"63, 113","Bernardsville,NJ",42.0,10 to 15 mph,Mostly Clear
-10.56285,"78, 163","Caribou,ME",33.0,17 mph,Partly Cloudy
-31.224650000000004,"88, 86","Tuttle,OK",59.0,9 mph,Patchy Fog
-25.28635,"14, 126","LaFayette,GA",59.0,5 mph,Partly Cloudy
-18.14225,"114, 40","Palmyra,PA",39.0,6 mph,Partly Cloudy
-41.0946,"66, 13","Joshua Tree,CA",49.0,14 to 22 mph,Partly Cloudy then Slight Chance Rain Showers
-18.0488,"130, 32","Leola,PA",39.0,7 mph,Mostly Clear
-17.0661,"68, 97","Dayton,NJ",43.0,10 mph,Mostly Clear
-26.8643,"96, 103","Inwood,FL",69.0,8 mph,Partly Cloudy
-16.700100000000003,"25, 37","Glen Ridge,NJ",44.0,10 to 14 mph,Mostly Clear
-41.2828,"41, 86","Plumas Lake,CA",46.0,12 to 15 mph,Rain
-22.55405,"83, 59","Hales Corners,WI",38.0,5 to 10 mph,Partly Cloudy
-41.632000000000005,"53, 20","Hughson,CA",46.0,8 to 18 mph,Rain
-38.56035,"108, 115","Scappoose,OR",34.0,2 mph,Mostly Cloudy then Areas Of Frost
-30.2084,"94, 89","McCook,NE",41.0,15 mph,Mostly Cloudy
-33.76945,"146, 98","Lago Vista,TX",65.0,0 to 5 mph,Partly Cloudy
-32.909749999999995,"108, 202","Columbia Falls,MT",1.0,15 to 22 mph,Partly Cloudy
-22.61315,"41, 38","Dry Run,OH",38.0,9 mph,Mostly Cloudy
-41.21215,"63, 52","Jackson,CA",43.0,10 to 17 mph,Rain
-21.349,"66, 15","Marshall,MI",32.0,5 mph,Partly Cloudy
-19.9286,"47, 75","Montrose,VA",46.0,15 mph,Clear
-24.2127,"94, 83","Albertville,MN",31.0,5 to 10 mph,Partly Cloudy
-21.73765,"94, 71","Porters Neck,NC",57.0,9 to 14 mph,Mostly Clear
-41.311,"49, 68","Gold River,CA",47.0,10 to 18 mph,Rain
-17.573,"58, 69","Berlin,NJ",45.0,10 mph,Mostly Clear
-22.65965,"71, 65","Delafield,WI",35.0,0 to 10 mph,Partly Cloudy
-23.36285,"26, 60","Mount Horeb,WI",35.0,5 to 10 mph,Partly Cloudy
-22.95715,"108, 95","Big Stone Gap,VA",46.0,5 mph,Mostly Clear
-33.967299999999994,"165, 56","Gonzales,TX",65.0,0 to 5 mph,Partly Cloudy
-22.52275,"90, 47","Pikeville,KY",39.0,0 to 3 mph,Clear
-17.592699999999997,"53, 72","Haddon Heights,NJ",46.0,10 mph,Mostly Clear
-37.28225,"88, 165","Page,AZ",41.0,8 mph,Partly Cloudy
-42.30330000000001,"81, 116","Fairfax,CA",46.0,14 mph,Showers And Thunderstorms
-40.45100000000001,"108, 44","Yreka,CA",30.0,2 to 9 mph,Rain And Snow Showers Likely
-25.45345,"118, 95","Benton,IL",47.0,8 mph,Mostly Cloudy
-16.4947,"76, 78","Norwich,NY",34.0,6 mph,Mostly Clear
-23.19205,"40, 87","Marengo,IL",35.0,5 to 10 mph,Partly Cloudy
-20.24725,"86, 48","Fairlawn,OH",36.0,5 mph,Partly Cloudy
-24.3622,"115, 22","Robinson,IL",39.0,10 mph,Partly Cloudy
-23.86285,"171, 112","Gurabo,PR",73.0,5 mph,Scattered Showers And Thunderstorms
-25.5594,"43, 73","Tyrone,GA",63.0,5 mph,Partly Cloudy
-17.989049999999995,"30, 63","North Star,DE",43.0,10 to 15 mph,Mostly Clear
-31.17835,"102, 73","Purcell,OK",60.0,8 mph,Patchy Fog
-21.2053,"51, 45","Lowell,MI",32.0,6 mph,Mostly Clear
-17.46395,"49, 85","Hatboro,PA",44.0,10 mph,Mostly Clear
-22.48085,"42, 47","Landen,OH",37.0,10 mph,Mostly Cloudy
-41.8241,"24, 116","Dos Palos,CA",46.0,5 to 15 mph,Rain
-42.75355,"77, 105","Oceano,CA",47.0,10 to 15 mph,Rain Showers Likely then Rain
-25.9235,"88, 69","Sappington,MO",45.0,7 mph,Chance Rain Showers
-23.0121,"65, 74","McCordsville,IN",39.0,8 mph,Partly Cloudy
-24.45625,"72, 64","Silvis,IL",34.0,5 to 10 mph,Mostly Clear
-27.804400000000005,"119, 112","Newport,AR",57.0,5 to 10 mph,Mostly Cloudy
-15.30545,"24, 63","Southwood Acres,CT",37.0,9 mph,Clear
-40.4972,"114, 24","Mount Shasta,CA",27.0,13 to 16 mph,Snow Showers
-42.3991,"121, 68","Ojai,CA",47.0,5 to 10 mph,Rain Showers Likely then Rain
-16.5177,"110, 42","Monticello,NY",36.0,5 to 10 mph,Mostly Clear
-22.7647,"32, 35","Villa Hills,KY",39.0,10 mph,Mostly Cloudy
-30.4238,"28, 100","St. Gabriel,LA",68.0,0 mph,Patchy Fog
-32.9643,"104, 101","Lander,WY",34.0,12 to 16 mph,Partly Cloudy then Isolated Snow Showers
-25.156250000000004,"66, 102","Dock Junction,GA",65.0,6 mph,Mostly Clear
-26.126400000000004,"53, 38","Keystone Heights,FL",65.0,7 mph,Mostly Clear
-68.30165,"147, 148","Waikele,HI",70.0,12 mph,Scattered Rain Showers
-19.7296,"84, 62","White Oak,PA",35.0,5 mph,Partly Cloudy
-16.452599999999997,"28, 53","Hillcrest,NY",41.0,12 mph,Mostly Clear
-23.30645,"25, 96","Rockton,IL",34.0,5 to 10 mph,Partly Cloudy
-22.769649999999995,"64, 93","Park City,IL",39.0,10 mph,Partly Cloudy
-17.782,"120, 62","Ashland,PA",37.0,6 mph,Partly Cloudy
-33.3639,"77, 71","Florence,CO",38.0,5 to 10 mph,Partly Cloudy
-11.887900000000002,"72, 69","Old Town,ME",37.0,13 mph,Clear
-23.1157,"49, 53","Edgerton,WI",36.0,5 to 10 mph,Partly Cloudy
-22.1722,"54, 24","New London,WI",33.0,7 mph,Mostly Cloudy
-37.1421,"140, 58","North Bend,WA",26.0,7 to 12 mph,Chance Rain Showers then Slight Chance Rain And Snow Showers
-24.818200000000004,"28, 89","Hiawatha,IA",32.0,10 mph,Partly Cloudy
-19.70385,"122, 53","Hubbard,OH",35.0,5 mph,Partly Cloudy
-20.42575,"62, 30","River Rouge,MI",37.0,5 mph,Partly Cloudy
-23.48405,"41, 60","Sandwich,IL",35.0,5 to 10 mph,Partly Cloudy
-36.0435,"91, 102","Belen,NM",39.0,5 mph,Partly Cloudy
-22.337299999999995,"19, 43","Marion,VA",43.0,3 mph,Clear
-26.752,"71, 136","Inverness,FL",66.0,6 mph,Partly Cloudy
-42.19065,"80, 132","Cotati,CA",43.0,8 to 12 mph,Showers And Thunderstorms
-21.293900000000004,"101, 61","Wauseon,OH",35.0,5 mph,Partly Cloudy
-23.600050000000003,"54, 65","Mills River,NC",51.0,2 mph,Partly Cloudy
-14.90345,"58, 44","Saranac Lake,NY",26.0,12 mph,Partly Cloudy
-27.82445,"90, 33","Sanibel,FL",72.0,16 mph,Partly Cloudy
-29.10835,"103, 98","Farmington,AR",55.0,5 mph,Mostly Cloudy
-16.06955,"63, 49","Port Jefferson Station,NY",45.0,14 mph,Mostly Clear
-27.3971,"101, 120","Greenville,AL",63.0,5 mph,Mostly Clear
-14.475849999999998,"59, 92","West Concord,MA",37.0,8 mph,Clear
-21.97105,"35, 98","New Bremen,OH",36.0,8 mph,Mostly Cloudy
-19.82575,"93, 75","Mentor-on-the-Lake,OH",42.0,13 mph,Partly Cloudy
-17.5246,"30, 99","Ancient Oaks,PA",40.0,10 mph,Mostly Clear
-35.36515,"98, 199","Farr West,UT",39.0,2 to 12 mph,Light Rain
-26.4244,"21, 73","South Apopka,FL",70.0,5 to 10 mph,Slight Chance Rain Showers
-22.2584,"40, 81","Pembroke,NC",56.0,10 to 14 mph,Mostly Clear
-23.763700000000004,"177, 123","Canóvanas,PR",75.0,6 mph,Scattered Showers And Thunderstorms
-31.8624,"82, 123","Providence Village,TX",67.0,5 to 10 mph,Slight Chance Showers And Thunderstorms
-22.99335,"58, 82","Inverness,IL",38.0,10 mph,Partly Cloudy
-33.65245,"153, 121","Gypsum,CO",30.0,5 mph,Mostly Clear
-35.3172,"143, 30","Clarkston,WA",28.0,8 mph,Partly Cloudy
-39.403850000000006,"151, 58","Tolleson,AZ",52.0,5 mph,Mostly Clear
-14.152950000000004,"110, 49","Montpelier,VT",36.0,13 mph,Mostly Clear
-30.3789,"14, 119","New Roads,LA",66.0,0 mph,Patchy Fog
-30.0013,"53, 109","Ponchatoula,LA",65.0,0 mph,Patchy Fog
-42.0007,"54, 40","Camp Pendleton North,CA",56.0,5 to 15 mph,Rain Showers Likely then Light Rain Likely
-17.4924,"75, 58","Smithville,NJ",44.0,15 mph,Mostly Clear
-29.78875,"77, 101","Eden Isle,LA",65.0,0 mph,Patchy Fog
-17.5407,"73, 56","Pomona,NJ",44.0,15 mph,Mostly Clear
-24.80505,"15, 25","Charles City,IA",31.0,8 to 12 mph,Mostly Cloudy
-37.0488,"129, 97","Stanwood,WA",32.0,3 mph,Rain Showers Likely
-30.17195,"59, 89","St. Rose,LA",70.0,0 to 5 mph,Patchy Fog
-24.3735,"73, 98","St. Joseph,MN",30.0,10 mph,Mostly Cloudy
-21.499849999999995,"34, 41","Hudsonville,MI",32.0,6 mph,Mostly Clear
-28.031749999999995,"34, 34","Spring Hill,KS",48.0,9 mph,Mostly Cloudy
-28.173,"113, 84","Philadelphia,MS",63.0,0 mph,Patchy Fog
-22.22395,"47, 62","Bellbrook,OH",37.0,10 mph,Mostly Cloudy
-32.4012,"99, 54","Mexia,TX",65.0,5 mph,Partly Cloudy
-22.58395,"39, 42","Kenwood,OH",38.0,9 mph,Mostly Cloudy
-14.51575,"80, 70","Middleborough Center,MA",40.0,9 mph,Clear
-19.20225,"89, 68","Mantua,VA",45.0,14 mph,Mostly Clear
-67.7355,"218, 123","Makawao,HI",62.0,20 mph,Scattered Rain Showers
-21.721300000000003,"39, 67","Gibsonville,NC",50.0,8 to 12 mph,Clear
-26.9187,"79, 115","Dade City,FL",67.0,7 mph,Partly Cloudy
-30.5164,"81, 71","Red Chute,LA",65.0,5 mph,Patchy Fog
-30.3537,"29, 105","Village St. George,LA",68.0,0 mph,Patchy Fog
-14.344599999999996,"88, 57","Winooski,VT",39.0,15 mph,Mostly Clear
-26.46505,"26, 65","Sky Lake,FL",71.0,10 mph,Slight Chance Rain Showers
-29.765600000000003,"60, 39","Valley Center,KS",53.0,10 mph,Patchy Fog
-36.70125,"116, 113","Umatilla,OR",31.0,9 to 13 mph,Mostly Cloudy
-25.3765,"174, 38","Oak Grove,KY",52.0,8 mph,Mostly Cloudy
-19.67935,"50, 70","Strasburg,VA",41.0,8 mph,Partly Cloudy
-19.57275,"106, 81","Geneva,OH",39.0,8 mph,Partly Cloudy
-22.185350000000003,"60, 68","Whiteville,NC",57.0,7 to 10 mph,Mostly Clear
-41.6101,"30, 67","University of California-Davis,CA",46.0,9 to 17 mph,Rain
-23.8768,"154, 127","Sabana Seca,PR",74.0,6 mph,Scattered Rain Showers
-36.11415,"102, 110","Ephraim,UT",34.0,9 to 14 mph,Mostly Cloudy
-32.3576,"72, 72","Lochbuie,CO",35.0,8 mph,Mostly Cloudy
-19.2002,"91, 66","North Springfield,VA",45.0,14 mph,Mostly Clear
-27.62075,"65, 72","Longboat Key,FL",72.0,16 mph,Partly Cloudy
-24.72475,"62, 122","Dahlonega,GA",59.0,0 to 5 mph,Partly Cloudy
-27.59255,"84, 32","Nebraska City,NE",43.0,13 mph,Mostly Cloudy
-24.368350000000003,"47, 50","Hardeeville,SC",65.0,0 to 6 mph,Mostly Clear
-19.78705,"93, 48","Connellsville,PA",35.0,2 mph,Partly Cloudy
-31.04825,"134, 53","Torrington,WY",30.0,10 to 15 mph,Mostly Clear
-18.32325,"105, 35","New Cumberland,PA",42.0,6 mph,Partly Cloudy
-14.350299999999995,"64, 97","Pinehurst,MA",38.0,10 mph,Clear
-41.946000000000005,"37, 78","Huron,CA",44.0,5 to 15 mph,Partly Cloudy then Rain Likely
-40.9643,"60, 88","Alta Sierra,CA",36.0,9 to 13 mph,Rain
-35.488800000000005,"57, 82","Moab,UT",48.0,15 mph,Mostly Cloudy
-26.6022,"84, 135","Wildwood,FL",67.0,7 mph,Partly Cloudy
-16.26835,"56, 40","Baywood,NY",45.0,12 mph,Mostly Clear
-16.2205,"53, 46","Northport,NY",47.0,18 mph,Mostly Clear
-27.41745,"78, 56","Ralston,NE",42.0,12 mph,Mostly Cloudy
-26.5511,"86, 86","Madison,SD",26.0,15 to 20 mph,Mostly Cloudy
-37.864900000000006,"104, 44","Tanglewilde,WA",29.0,5 to 8 mph,Chance Rain Showers
-21.74435,"96, 29","Delphos,OH",38.0,5 mph,Partly Cloudy
-18.67195,"15, 25","Stevensville,MD",50.0,20 mph,Mostly Clear
-68.69064999999999,"91, 174","Lihue,HI",75.0,14 mph,Scattered Rain Showers
-35.92955,"52, 21","Murillo,TX",70.0,3 mph,Partly Cloudy
-20.6018,"74, 69","St. Louis,MI",31.0,3 mph,Mostly Clear
-37.292,"132, 56","Hobart,WA",29.0,7 mph,Chance Rain Showers
-16.322450000000003,"37, 54","Pleasantville,NY",42.0,15 mph,Mostly Clear
-25.54765,"74, 64","Neptune Beach,FL",70.0,16 mph,Mostly Clear
-35.5674,"73, 23","Crystal City,TX",68.0,5 mph,Mostly Cloudy
-16.443900000000003,"44, 38","Williston Park,NY",46.0,14 mph,Mostly Clear
-22.6816,"83, 47","Union Grove,WI",36.0,5 to 10 mph,Partly Cloudy
-28.96415,"76, 59","Richland,MS",65.0,0 mph,Patchy Fog
-21.09095,"88, 73","Bedford,VA",45.0,7 mph,Clear
-26.438350000000003,"27, 65","Belle Isle,FL",71.0,10 mph,Partly Cloudy
-19.820500000000003,"45, 64","Woodstock,VA",40.0,8 mph,Partly Cloudy
-24.1005,"26, 53","Franklin,NC",51.0,0 mph,Areas Of Fog
-29.74465,"45, 113","Collinsville,OK",59.0,5 mph,Chance Showers And Thunderstorms
-27.0514,"87, 97","Willow Oak,FL",68.0,7 mph,Partly Cloudy
-18.80825,"82, 106","Emmitsburg,MD",41.0,12 mph,Mostly Clear
-41.3423,"24, 114","Willows,CA",42.0,15 mph,Rain
-18.59135,"105, 15","Parkville,PA",37.0,6 mph,Mostly Clear
-34.85845,"162, 146","Roosevelt,UT",35.0,6 to 12 mph,Mostly Cloudy
-16.4167,"45, 40","East Hills,NY",45.0,14 mph,Mostly Clear
-41.84505,"160, 63","Acton,CA",46.0,25 to 30 mph,Rain Showers Likely then Light Rain
-35.835550000000005,"64, 16","La Feria,TX",70.0,5 mph,Partly Cloudy
-25.1973,"29, 54","Washington,IA",33.0,10 mph,Partly Cloudy
-16.46255,"32, 48","Tappan,NY",43.0,12 mph,Mostly Clear
-14.514300000000002,"62, 87","Cochituate,MA",39.0,9 mph,Clear
-14.7771,"53, 75","Whitinsville,MA",37.0,8 mph,Clear
-27.8051,"47, 29","Batesville,MS",62.0,0 mph,Patchy Fog
-28.062500000000004,"108, 58","Lake Lorraine,FL",67.0,5 mph,Mostly Clear
-28.0929,"42, 43","Seward,NE",42.0,13 mph,Mostly Cloudy
-16.57295,"26, 46","Midland Park,NJ",42.0,8 to 12 mph,Mostly Clear
-38.9244,"149, 113","Moapa Valley,NV",53.0,15 mph,Mostly Cloudy then Slight Chance Rain Showers
-23.58415,"36, 18","Corbin,KY",46.0,5 mph,Clear
-16.937649999999998,"68, 107","Dunellen,NJ",44.0,10 mph,Mostly Clear
-22.42115,"78, 77","Jackson,WI",35.0,5 to 10 mph,Partly Cloudy
-18.9812,"100, 75","Riverdale Park,MD",45.0,13 mph,Mostly Clear
-25.8918,"90, 36","Knoxville,IA",35.0,10 mph,Partly Cloudy
-22.722850000000005,"130, 58","Unionville,NC",54.0,9 mph,Mostly Clear
-34.188500000000005,"149, 72","Gunnison,CO",23.0,5 mph,Mostly Clear
-25.3788,"52, 78","Morrow,GA",64.0,5 mph,Partly Cloudy
-19.90145,"49, 75","Sandston,VA",46.0,15 mph,Clear
-24.572750000000003,"91, 54","Belle Plaine,MN",29.0,5 to 10 mph,Partly Cloudy
-41.6702,"64, 60","Nuevo,CA",52.0,10 to 15 mph,Rain Showers Likely then Light Rain Likely
-37.63895,"42, 45","Enoch,UT",39.0,20 to 23 mph,Chance Light Rain
-37.49485,"123, 50","Pacific,WA",32.0,6 mph,Chance Rain Showers
-24.2176,"111, 113","Utuado,PR",70.0,5 mph,Isolated Rain Showers
-19.86785,"116, 46","Canfield,OH",34.0,6 mph,Partly Cloudy
-20.13025,"85, 59","Independence,OH",39.0,5 mph,Partly Cloudy
-35.8479,"57, 22","Elsa,TX",69.0,3 mph,Partly Cloudy
-24.09525,"53, 26","Centerville,SC",60.0,9 mph,Partly Cloudy
-24.62985,"81, 109","Commerce,GA",62.0,5 mph,Partly Cloudy
-25.4125,"40, 88","Austell,GA",62.0,0 to 5 mph,Partly Cloudy
-17.6962,"45, 72","Glenolden,PA",46.0,10 mph,Mostly Clear
-27.7609,"38, 54","Parkville,MO",48.0,10 mph,Mostly Cloudy
-21.51565,"55, 67","Hillsborough,NC",49.0,8 to 12 mph,Clear
-20.31585,"43, 27","Crozet,VA",45.0,8 mph,Mostly Clear
-40.917,"73, 69","Pollock Pines,CA",33.0,10 to 17 mph,Rain And Snow
-16.411199999999997,"33, 52","Nyack,NY",44.0,16 mph,Mostly Clear
-18.7848,"55, 49","Tyrone,PA",34.0,3 mph,Partly Cloudy
-30.4041,"57, 71","Larose,LA",70.0,5 mph,Partly Cloudy
-24.48045,"117, 10","Lawrenceville,IL",42.0,5 to 9 mph,Partly Cloudy
-26.6245,"63, 80","Brook Highland,AL",62.0,5 mph,Mostly Clear
-23.0562,"44, 64","Cottage Grove,WI",34.0,5 to 10 mph,Partly Cloudy
-26.209950000000003,"82, 51","De Soto,MO",42.0,6 mph,Chance Rain Showers
-17.516750000000002,"53, 78","Palmyra,NJ",46.0,10 mph,Mostly Clear
-22.27445,"38, 52","Nappanee,IN",34.0,5 mph,Partly Cloudy
-42.37465,"89, 90","Atherton,CA",48.0,10 to 18 mph,Showers And Thunderstorms
-35.08645,"106, 216","Nibley,UT",34.0,3 to 13 mph,Rain
