cs_key,city_state,county_name,s_key,population,density,lat,lng,timezone,zips
16359,"Columbia,NC",Tyrrell,33,759,243,35.9201,-76.242,America/New_York,27925
16360,"Braceville,IL",Grundy,13,759,94,41.228,-88.2464,America/Chicago,60407 60408
16361,"Bixby,TX",Cameron,43,759,186,26.14,-97.8562,America/Chicago,78559
16363,"Lake View,SC",Dillon,40,758,173,34.3406,-79.1663,America/New_York,29563
16364,"Essex,IL",Kankakee,13,758,125,41.1819,-88.1926,America/Chicago,60935
16365,"Riverdale,VA",Halifax,46,758,36,36.6764,-78.8944,America/New_York,24592
16366,"Alliance,NC",Pamlico,33,758,140,35.1435,-76.8084,America/New_York,28515 28529 28509
16367,"Scarbro,WV",Fayette,48,758,435,37.9504,-81.1666,America/New_York,25917
16368,"Cuba,NM",Sandoval,31,757,89,36.0146,-106.968,America/Denver,87013
16369,"Diamondville,WY",Lincoln,50,757,250,41.7771,-110.5357,America/Denver,83116
16370,"Howard,SD",Miner,41,757,304,44.0116,-97.5245,America/Chicago,57349
16371,"Hilltop,MN",Anoka,23,757,2451,45.0536,-93.2501,America/Chicago,55421
16372,"Tetherow,OR",Deschutes,37,757,137,44.0389,-121.3665,America/Los_Angeles,97702
16373,"Clinton,MT",Missoula,26,757,89,46.7718,-113.717,America/Denver,59825
16374,"Knoxville,AR",Johnson,4,756,91,35.378,-93.3632,America/Chicago,72845
16375,"Ooltewah,TN",Hamilton,42,756,472,35.0723,-85.0546,America/New_York,37363
16376,"Ringtown,PA",Schuylkill,38,756,665,40.8565,-76.235,America/New_York,17967
16377,"Leighton,AL",Colbert,1,756,135,34.6941,-87.5282,America/Chicago,35646
16378,"Raymond,MN",Kandiyohi,23,756,323,45.0186,-95.2369,America/Chicago,56282
16379,"Upper Exeter,PA",Luzerne,38,756,148,41.407,-75.8503,America/New_York,18643
16380,"Godley,IL",Will,13,756,269,41.2385,-88.2452,America/Chicago,60407
16381,"Fountain City,IN",Wayne,14,756,1106,39.9548,-84.9193,America/Indiana/Indianapolis,47341
16382,"Misenheimer,NC",Stanly,33,756,162,35.4824,-80.2855,America/New_York,28109 28137
16383,"Gratz,PA",Dauphin,38,756,98,40.6073,-76.7159,America/New_York,17030
16384,"Cass Lake,MN",Cass,23,756,253,47.3788,-94.5991,America/Chicago,56633
16385,"Port Vincent,LA",Livingston,18,755,171,30.3384,-90.8423,America/Chicago,70726
16386,"Twin Valley,MN",Norman,23,755,340,47.2589,-96.2592,America/Chicago,56584
16387,"Peru,NE",Nemaha,27,755,554,40.4785,-95.7314,America/Chicago,68421
16388,"Boomer,WV",Fayette,48,755,277,38.1491,-81.2798,America/New_York,25031
16389,"Kinmundy,IL",Marion,13,755,272,38.7726,-88.8539,America/Chicago,62854
16390,"Chiloquin,OR",Klamath,37,755,356,42.5764,-121.8677,America/Los_Angeles,97624
16391,"Bridger,MT",Carbon,26,755,365,45.2946,-108.9166,America/Denver,59014
16392,"Alcester,SD",Union,41,755,873,43.0231,-96.6279,America/Chicago,57001
16393,"Hobson City,AL",Calhoun,1,755,278,33.6148,-85.8561,America/Chicago,36203 36201
16394,"Patterson,GA",Pierce,10,755,110,31.3854,-82.1375,America/New_York,31557
16395,"Gibbon,MN",Sibley,23,755,439,44.5333,-94.5242,America/Chicago,55335
16396,"Hedrick,IA",Keokuk,15,754,189,41.1712,-92.3079,America/Chicago,52563
16397,"Traver,CA",Tulare,5,754,345,36.4526,-119.4824,America/Los_Angeles,93673
16398,"Pine Lake,GA",DeKalb,10,754,1222,33.7904,-84.2061,America/New_York,30072 30083
16399,"Walnut,MS",Tippah,24,754,53,34.9497,-88.9236,America/Chicago,38683
16400,"Round Valley,AZ",Gila,3,754,60,34.1877,-111.3018,America/Phoenix,85541
16401,"Onset,MA",Plymouth,21,754,269,41.7481,-70.6669,America/New_York,02558 02538
16402,"Kasilof,AK",Kenai Peninsula,2,754,27,60.331,-151.2293,America/Anchorage,99610
16403,"Ravine,PA",Schuylkill,38,754,266,40.5686,-76.3937,America/New_York,17963
16404,"Church Hill,MD",Queen Anne's,20,753,404,39.1451,-75.9808,America/New_York,21623
16405,"New Harmony,IN",Posey,14,753,356,38.1288,-87.9302,America/Chicago,47631
16406,"Housatonic,MA",Berkshire,21,753,326,42.2487,-73.3626,America/New_York,01236 01230
16407,"Montreal,WI",Iron,49,753,130,46.4312,-90.2382,America/Menominee,54525 54534 54550
16408,"Mount Calvary,WI",Fond du Lac,49,753,275,43.8263,-88.246,America/Chicago,53057
16409,"Napoleon,ND",Logan,34,752,210,46.5039,-99.7683,America/Chicago,58561
16410,"Olympian Village,MO",Jefferson,25,752,557,38.1347,-90.4581,America/Chicago,63020
16411,"Orangeville,IL",Stephenson,13,752,429,42.4659,-89.6469,America/Chicago,61060
16412,"Fonda,NY",Montgomery,32,752,538,42.9536,-74.372,America/New_York,12068
16413,"Gettysburg,OH",Darke,35,752,662,40.1157,-84.4966,America/New_York,45308 45328
16414,"Point Blank,TX",San Jacinto,43,752,143,30.7474,-95.2163,America/Chicago,77364
16415,"Robin Glen-Indiantown,MI",Saginaw,22,752,139,43.462,-83.837,America/Detroit,48601
16416,"Delaware Water Gap,PA",Monroe,38,752,150,40.975,-75.1392,America/New_York,18327
16417,"Greenwood,MN",Hennepin,23,752,809,44.9122,-93.555,America/Chicago,55331
16418,"Axtell,NE",Kearney,27,751,624,40.4798,-99.1292,America/Chicago,68924
16419,"Haileyville,OK",Pittsburg,36,751,281,34.8542,-95.5784,America/Chicago,74546
16420,"White Hall,AL",Lowndes,1,751,18,32.2993,-86.7148,America/Chicago,36785 36752 36040
16421,"Santa Clara,TX",Guadalupe,43,751,134,29.5911,-98.1614,America/Chicago,78124
16422,"Crab Orchard,TN",Cumberland,42,751,26,35.9066,-84.8847,America/Chicago,37723 38555
16423,"Slatedale,PA",Lehigh,38,751,973,40.7439,-75.6583,America/New_York,18080 18079
16424,"Hernandez,NM",Rio Arriba,31,751,171,36.0567,-106.1186,America/Denver,87537
16425,"Loami,IL",Sangamon,13,750,286,39.6748,-89.8474,America/Chicago,62661
16426,"Ryan,OK",Jefferson,36,750,324,34.0213,-97.9541,America/Chicago,73565
16427,"Brooten,MN",Stearns,23,750,182,45.5001,-95.1157,America/Chicago,56316
16428,"Hessmer,LA",Avoyelles,18,750,350,31.0534,-92.1214,America/Chicago,71341 71350
16429,"Mooringsport,LA",Caddo,18,750,249,32.6832,-93.9607,America/Chicago,71060
16430,"Carlton,MT",Missoula,26,750,47,46.6796,-114.0718,America/Denver,59833
16431,"Piper City,IL",Ford,13,750,521,40.7561,-88.1888,America/Chicago,60959
16432,"Clarence,MO",Shelby,25,750,250,39.7432,-92.2602,America/Chicago,63437
16433,"St. Nazianz,WI",Manitowoc,49,750,364,44.0067,-87.9246,America/Chicago,54232
16434,"East Alto Bonito,TX",Starr,43,750,2580,26.3023,-98.6358,America/Chicago,78582
16435,"Washingtonville,OH",Columbiana,35,750,433,40.899,-80.7677,America/New_York,44490
16436,"Atkins,VA",Smyth,46,750,53,36.8674,-81.3992,America/New_York,24311
16437,"Renningers,PA",Schuylkill,38,750,248,40.6497,-76.1484,America/New_York,17972
16438,"Mabel,MN",Fillmore,23,749,600,43.5198,-91.768,America/Chicago,55954
16439,"Perryville,KY",Boyle,17,749,370,37.6494,-84.9513,America/New_York,40468
16440,"Ostrander,OH",Delaware,35,749,343,40.2684,-83.2089,America/New_York,43061
16441,"Iberia,MO",Miller,25,749,328,38.0887,-92.2961,America/Chicago,65486
16442,"Ashmore,IL",Coles,13,749,359,39.5306,-88.0201,America/Chicago,61912
16443,"Elkton,MI",Huron,22,749,288,43.8183,-83.1809,America/Detroit,48731
16444,"Osmond,NE",Pierce,27,749,362,42.3583,-97.599,America/Chicago,68765
16445,"Everson,PA",Fayette,38,749,1497,40.0904,-79.5871,America/New_York,15631
16446,"Pray,MT",Park,26,749,10,45.4151,-110.6533,America/Denver,59047
16447,"Cambria,WI",Columbia,49,748,294,43.5416,-89.1108,America/Chicago,53923
16448,"West Bend,IA",Palo Alto,15,748,326,42.9599,-94.4457,America/Chicago,50597
16449,"Palatine Bridge,NY",Montgomery,32,748,313,42.9143,-74.5756,America/New_York,13428
16450,"High Shoals,NC",Gaston,33,748,110,35.3957,-81.2047,America/New_York,28034 28077
16451,"Ridge Spring,SC",Saluda,40,748,158,33.8453,-81.6617,America/New_York,29129
16452,"Greeley Hill,CA",Mariposa,5,747,13,37.7569,-120.1291,America/Los_Angeles,95311
16453,"Ridgeville,IN",Randolph,14,747,520,40.2921,-85.0285,America/Indiana/Indianapolis,47380
16454,"Dublin,IN",Wayne,14,747,559,39.8127,-85.2055,America/Indiana/Indianapolis,47335 47327
16455,"Burneyville,OK",Love,36,747,16,33.9055,-97.2913,America/Chicago,73430
16456,"Wickes,AR",Polk,4,747,124,34.2988,-94.3331,America/Chicago,71973
16457,"Green Spring,KY",Jefferson,17,747,1081,38.3163,-85.6137,America/New_York,40241
16458,"Redmond,UT",Sevier,44,747,300,39.0058,-111.8671,America/Denver,84654 84652
16459,"Renova,MS",Bolivar,24,747,332,33.7805,-90.7232,America/Chicago,38732
16460,"Drayton,ND",Pembina,34,747,438,48.5628,-97.1794,America/Chicago,58225
16461,"Ridgway,IL",Gallatin,13,747,327,37.7979,-88.2606,America/Chicago,62979
16462,"Milford,TX",Ellis,43,747,117,32.1214,-96.9498,America/Chicago,76670
16463,"Mount Savage,MD",Allegany,20,747,313,39.6971,-78.8763,America/New_York,21545
16464,"Antonito,CO",Conejos,6,747,676,37.0763,-106.0104,America/Denver,81120
16466,"Driscoll,TX",Nueces,43,746,247,27.673,-97.751,America/Chicago,78351 78380
16467,"Concord,VA",Campbell,46,746,51,37.3426,-78.9862,America/New_York,24538
16468,"Iron Mountain Lake,MO",St. Francois,25,746,146,37.6854,-90.6184,America/Chicago,63624
16469,"Bainbridge,IN",Putnam,14,746,719,39.7615,-86.8117,America/Indiana/Indianapolis,46105
16470,"Estelline,SD",Hamlin,41,746,304,44.5768,-96.9011,America/Chicago,57234
16471,"Manilla,IA",Crawford,15,746,278,41.8923,-95.2347,America/Chicago,51454
16472,"Woodruff,WI",Oneida,49,746,203,45.8946,-89.6912,America/Chicago,54568
16473,"Tribune,KS",Greeley,16,745,387,38.472,-101.7545,America/Denver,67879
16474,"Chippewa Lake,OH",Medina,35,745,1165,41.0737,-81.9047,America/New_York,44215
16475,"Atlanta,IN",Hamilton,14,745,920,40.2139,-86.0271,America/Indiana/Indianapolis,46031
16476,"Cottageville,SC",Colleton,40,745,84,32.9362,-80.4803,America/New_York,29435
16477,"South Vinemont,AL",Cullman,1,745,330,34.2348,-86.8642,America/Chicago,35058 35179
16478,"Hancock,MN",Stevens,23,745,318,45.4977,-95.795,America/Chicago,56244
16479,"Carlsborg,WA",Clallam,47,745,271,48.0842,-123.1697,America/Los_Angeles,98382
16480,"Midvale,OH",Tuscarawas,35,744,378,40.4357,-81.3698,America/New_York,44621 44653 44663
16481,"McLean,TX",Gray,43,744,248,35.2323,-100.6001,America/Chicago,79057
16482,"Parma,MI",Jackson,22,744,273,42.2633,-84.5793,America/Detroit,49269
16483,"Sioux Rapids,IA",Buena Vista,15,744,347,42.8916,-95.1488,America/Chicago,50585
16484,"Browerville,MN",Todd,23,743,270,46.0807,-94.8646,America/Chicago,56438
16485,"Oppelo,AR",Conway,4,743,118,35.1003,-92.7733,America/Chicago,72110
16486,"North Topsail Beach,NC",Onslow,33,743,46,34.4931,-77.4338,America/New_York,28460
16487,"Mertzon,TX",Irion,43,743,188,31.2619,-100.8208,America/Chicago,76941
16488,"Bertrand,MO",Mississippi,25,743,350,36.9082,-89.45,America/Chicago,63823
16489,"Hatton,ND",Traill,34,743,514,47.6369,-97.4584,America/Chicago,58240
16490,"Maple Ridge,OH",Mahoning,35,743,155,40.9143,-81.0468,America/New_York,44672 44601
16491,"Bootjack,CA",Mariposa,5,743,40,37.4672,-119.8887,America/Los_Angeles,95338
16492,"Rosedale,LA",Iberville,18,743,36,30.4429,-91.4601,America/Chicago,70772
16493,"El Duende,NM",Rio Arriba,31,743,195,36.0738,-106.1269,America/Denver,87566 87537
16494,"Oscoda,MI",Iosco,22,743,329,44.425,-83.3339,America/Detroit,48750
16495,"Blair,OK",Jackson,36,742,619,34.7799,-99.3329,America/Chicago,73526
16496,"Bingen,WA",Klickitat,47,742,460,45.714,-121.4703,America/Los_Angeles,98605
16497,"Langeloth,PA",Washington,38,742,275,40.3631,-80.4137,America/New_York,15054 15021
16498,"Sheridan,MT",Madison,26,742,283,45.4588,-112.1946,America/Denver,59749
16499,"Oak Ridge,TX",Kaufman,43,742,92,32.6489,-96.2598,America/Chicago,75142 75161
16500,"Galena,OH",Delaware,35,742,168,40.2218,-82.8812,America/New_York,43021
16501,"Westmoreland,KS",Pottawatomie,16,742,582,39.3941,-96.4137,America/Chicago,66549
16502,"Lott,TX",Falls,43,742,283,31.2059,-97.0333,America/Chicago,76656
16503,"Ponemah,MN",Beltrami,23,742,26,48.0348,-94.8983,America/Chicago,56666
16504,"Lakeshore Gardens-Hidden Acres,TX",San Patricio,43,741,140,28.1235,-97.8654,America/Chicago,78368
16505,"Lakeside,OH",Ottawa,35,741,415,41.5408,-82.7534,America/New_York,43440
16506,"Riverton,KS",Cherokee,16,741,127,37.0733,-94.706,America/Chicago,66770
16507,"Tohatchi,NM",McKinley,31,741,46,35.841,-108.7506,America/Denver,87325
16508,"Duck Key,FL",Monroe,9,741,477,24.771,-80.9132,America/New_York,33050
16509,"Tyrone,OK",Texas,36,741,691,36.9556,-101.0679,America/Chicago,73951
16510,"Rich Creek,VA",Giles,46,741,349,37.3832,-80.8204,America/New_York,24147
16511,"Arlington Heights,OH",Hamilton,35,741,1094,39.2153,-84.4555,America/New_York,45215
16512,"Whitelaw,WI",Manitowoc,49,740,543,44.1452,-87.8281,America/Chicago,54247
16513,"Teton,ID",Fremont,12,740,414,43.8872,-111.6724,America/Boise,83448 83451
16514,"Clarkston,UT",Cache,44,740,307,41.9204,-112.0504,America/Denver,84305
16515,"Section,AL",Jackson,1,740,62,34.5816,-85.9849,America/Chicago,35771
16516,"Parkdale,MI",Manistee,22,740,184,44.272,-86.2805,America/Detroit,49660
16517,"Ariton,AL",Dale,1,739,56,31.5978,-85.7131,America/Chicago,36311
16518,"Hauser,ID",Kootenai,12,739,288,47.7667,-117.0132,America/Los_Angeles,83854
16519,"Essex,IA",Page,15,739,189,40.8327,-95.3038,America/Chicago,51638
16520,"Yarnell,AZ",Yavapai,3,739,32,34.2283,-112.7631,America/Phoenix,85362
16521,"Middletown,CA",Lake,5,739,154,38.7518,-122.6221,America/Los_Angeles,95461
16522,"Amagansett,NY",Suffolk,32,739,43,40.9844,-72.1326,America/New_York,11937 11930
16523,"Tuscola,TX",Taylor,43,739,385,32.2106,-99.7994,America/Chicago,79562
16524,"Indianola,CA",Humboldt,5,739,202,40.8133,-124.0808,America/Los_Angeles,95503 95524
16525,"Edgewater,AL",Jefferson,1,739,235,33.5286,-86.9574,America/Chicago,35224
16526,"Alden,IA",Hardin,15,738,183,42.5114,-93.38,America/Chicago,50006 50043
16527,"Amanda,OH",Fairfield,35,738,948,39.6501,-82.7422,America/New_York,43102
16528,"Marion,LA",Union,18,738,88,32.8997,-92.2405,America/Chicago,71260
16529,"Middlebourne,WV",Tyler,48,738,789,39.4947,-80.907,America/New_York,26149
16530,"Woodland Hills,KY",Jefferson,17,738,1351,38.2393,-85.5289,America/New_York,40243 40253
16531,"New Market,MD",Frederick,20,738,175,39.3889,-77.279,America/New_York,21774 21754
16532,"Valliant,OK",McCurtain,36,738,368,34.0043,-95.0895,America/Chicago,74764
16533,"Clarkton,NC",Bladen,33,738,228,34.4889,-78.6559,America/New_York,28433
16534,"Glasgow,OR",Coos,37,738,88,43.4371,-124.1961,America/Los_Angeles,97459
16535,"Cleveland,MN",Le Sueur,23,738,521,44.3236,-93.8353,America/Chicago,56017
16536,"Concrete,WA",Skagit,47,738,242,48.5371,-121.7509,America/Los_Angeles,98237
16537,"Cherry Grove,WA",Clark,47,738,120,45.8021,-122.5763,America/Los_Angeles,98604
16538,"Grand View Estates,CO",Douglas,6,738,347,39.5439,-104.8189,America/Denver,80134
16539,"Falcon Lake Estates,TX",Zapata,43,738,424,26.8719,-99.2585,America/Chicago,78076
16540,"Copan,OK",Washington,36,737,278,36.9008,-95.9254,America/Chicago,74022
16541,"Ty Ty,GA",Tift,10,737,361,31.472,-83.6509,America/New_York,31795
16542,"Deshler,NE",Thayer,27,737,560,40.1398,-97.7234,America/Chicago,68340
16543,"Stockton,MN",Winona,23,737,167,44.0271,-91.7697,America/Chicago,55987 55988
16544,"Columbia,AL",Houston,1,737,72,31.2968,-85.1103,America/New_York,36319
16545,"North Hornell,NY",Steuben,32,737,579,42.3454,-77.6605,America/New_York,14843
16546,"Pueblo Nuevo,TX",Webb,43,737,489,27.4939,-99.3099,America/Chicago,78043
16547,"Smithville,MS",Monroe,24,737,191,34.068,-88.3983,America/Chicago,38870
16548,"Powderly,KY",Muhlenberg,17,736,181,37.2374,-87.1589,America/Chicago,42330 42367 42345
16549,"Fairmount,GA",Gordon,10,736,155,34.4384,-84.6997,America/New_York,30139
16550,"Doerun,GA",Colquitt,10,736,227,31.3218,-83.9171,America/New_York,31744
16551,"Ector,TX",Fannin,43,736,241,33.5793,-96.2731,America/Chicago,75439
16552,"Bradford,AR",White,4,736,327,35.422,-91.4552,America/Chicago,72020
16553,"Butte Valley,CA",Butte,5,736,15,39.6571,-121.6363,America/Los_Angeles,95965
16554,"Nittany,PA",Centre,38,736,200,40.9947,-77.5521,America/New_York,16841
16555,"Coldwater,KS",Comanche,16,736,110,37.2582,-99.3378,America/Chicago,67029
16556,"Crystal Beach,NY",Ontario,32,735,416,42.8095,-77.2582,America/New_York,14424
16557,"Underwood,ND",McLean,34,735,323,47.4551,-101.142,America/Chicago,58576
16558,"Wauzeka,WI",Crawford,49,735,58,43.0851,-90.8995,America/Chicago,53826
16559,"Mountain View,OK",Kiowa,36,735,526,35.0994,-98.7502,America/Chicago,73062
16560,"Carbonado,WA",Pierce,47,735,681,47.0805,-122.0536,America/Los_Angeles,98323 98396
16561,"Caseville,MI",Huron,22,735,253,43.9416,-83.2739,America/Detroit,48725
16562,"Wright City,OK",McCurtain,36,735,316,34.0649,-95.0074,America/Chicago,74766
16563,"Bucksport,SC",Horry,40,735,67,33.6706,-79.1102,America/New_York,29527
16564,"Mocanaqua,PA",Luzerne,38,735,572,41.1406,-76.1368,America/New_York,18655
16565,"Chilton,TX",Falls,43,734,71,31.2848,-97.0608,America/Chicago,76632
16566,"Calhoun,KY",McLean,17,734,433,37.5411,-87.2596,America/Chicago,42327
16567,"Lake Tomahawk,OH",Columbiana,35,734,343,40.7638,-80.5952,America/New_York,44441
16568,"St. James,LA",St. James,18,734,33,30.0185,-90.8513,America/Chicago,70086
16569,"Montgomery,LA",Grant,18,734,137,31.6677,-92.8877,America/Chicago,71454
16570,"Anmoore,WV",Harrison,48,734,268,39.2611,-80.2862,America/New_York,26323 26330
16571,"Smithers,WV",Fayette,48,734,195,38.1685,-81.2991,America/New_York,25031 25186
16572,"Swifton,AR",Jackson,4,734,513,35.8245,-91.1294,America/Chicago,72471
16573,"Glen Ellen,CA",Sonoma,5,734,134,38.3564,-122.5412,America/Los_Angeles,95442
16574,"South Coffeyville,OK",Nowata,36,734,466,36.9934,-95.6219,America/Chicago,74072
16575,"Oxford,NE",Furnas,27,733,311,40.253,-99.6322,America/Chicago,68967
16576,"Stewartsville,MO",DeKalb,25,733,286,39.7551,-94.4987,America/Chicago,64490
16577,"Millville,OH",Butler,35,733,485,39.3924,-84.6528,America/New_York,45013
16579,"Concorde Hills,OH",Hamilton,35,733,804,39.211,-84.3572,America/New_York,45242 45243
16580,"Leon,KS",Butler,16,733,390,37.6898,-96.7836,America/Chicago,67074
16581,"Niota,TN",McMinn,42,733,123,35.517,-84.5497,America/New_York,37826
16582,"D'Hanis,TX",Medina,43,733,107,29.3305,-99.2753,America/Chicago,78850
16583,"Hot Sulphur Springs,CO",Grand,6,733,367,40.0748,-106.1032,America/Denver,80451
16584,"Watson,IL",Effingham,13,732,252,39.0261,-88.5682,America/Chicago,62473
16585,"Branford,FL",Suwannee,9,732,254,29.9619,-82.9237,America/New_York,32008
16586,"Silver Springs,NY",Wyoming,32,732,296,42.6605,-78.0855,America/New_York,14550
16587,"New Market,PA",York,38,732,1672,40.2232,-76.8566,America/New_York,17070
16588,"Burnside,AZ",Apache,3,732,30,35.7534,-109.6247,America/Denver,86505
16589,"Marble Cliff,OH",Franklin,35,732,1040,39.9857,-83.0614,America/New_York,43212 43215
16590,"Jefferson,PA",York,38,732,466,39.8156,-76.841,America/New_York,17311 17362
16591,"Eastborough,KS",Sedgwick,16,732,733,37.6856,-97.2592,America/Chicago,67206 67207 67208
16592,"Higginson,AR",White,4,731,222,35.1968,-91.7152,America/Chicago,72143 72068
16593,"Camp Wood,TX",Real,43,731,560,29.669,-100.0108,America/Chicago,78833
16594,"Merrill,IA",Plymouth,15,731,498,42.7206,-96.2525,America/Chicago,51038
16595,"Pocahontas,IL",Bond,13,731,360,38.8234,-89.5394,America/Chicago,62275
16596,"Pocono Mountain Lake Estates,PA",Pike,38,731,132,41.1567,-74.9646,America/New_York,18324
16597,"Tucker,MS",Neshoba,24,731,72,32.7081,-89.05,America/Chicago,39350
16598,"Fairdealing,MO",Ripley,25,731,49,36.6615,-90.6084,America/Chicago,63939 63953 63945
16599,"Shelter Island Heights,NY",Suffolk,32,731,52,41.0745,-72.3434,America/New_York,11964 11965
16600,"Peña Blanca,NM",Sandoval,31,731,40,35.5709,-106.3319,America/Denver,87041
16601,"Valley Springs,SD",Minnehaha,41,730,301,43.5825,-96.4648,America/Chicago,57068
16602,"Wayne,OK",McClain,36,730,816,34.9171,-97.3167,America/Chicago,73095
16603,"Plankinton,SD",Aurora,41,730,369,43.7155,-98.4836,America/Chicago,57368
16604,"Conway,NC",Northampton,33,729,154,36.4371,-77.2288,America/New_York,27820
16605,"South Range,MI",Houghton,22,729,772,47.0703,-88.6441,America/Detroit,49963
16606,"Tampico,IL",Whiteside,13,729,714,41.6308,-89.785,America/Chicago,61283
16607,"Altus,AR",Franklin,4,729,150,35.4465,-93.7643,America/Chicago,72821 72949
16608,"Philadelphia,TN",Loudon,42,729,180,35.679,-84.4,America/New_York,37846
16609,"Nevada,OH",Wyandot,35,729,274,40.8188,-83.1312,America/New_York,44849
16610,"Conneautville,PA",Crawford,38,729,273,41.7572,-80.3685,America/New_York,16406
16611,"Rougemont,NC",Durham,33,729,44,36.2209,-78.9206,America/New_York,27572
16612,"Philo,OH",Muskingum,35,728,548,39.8613,-81.9088,America/New_York,43771
16613,"Napi Headquarters,NM",San Juan,31,728,77,36.6538,-108.2186,America/Denver,87401 87499
16614,"Gilbertville,IA",Black Hawk,15,728,794,42.4182,-92.214,America/Chicago,50634
16615,"Sandersville,MS",Jones,24,728,56,31.7879,-89.0362,America/Chicago,39477
16616,"Landfall,MN",Washington,23,728,4283,44.9508,-92.9766,America/Chicago,55128
16617,"Confluence,PA",Somerset,38,727,175,39.8094,-79.3552,America/New_York,15424
16618,"Burke,TX",Angelina,43,727,99,31.2345,-94.7665,America/Chicago,75941
16619,"Bantam,CT",Litchfield,7,727,277,41.7247,-73.2422,America/New_York,6750
16620,"Bethel Springs,TN",McNairy,42,727,125,35.2341,-88.6131,America/Chicago,38315
16621,"Como,TX",Hopkins,43,727,254,33.0601,-95.4757,America/Chicago,75431
16622,"Brownstown,IL",Fayette,13,727,369,38.9942,-88.9554,America/Chicago,62418
16623,"Clarks Hill,IN",Tippecanoe,14,727,1030,40.2472,-86.7245,America/Indiana/Indianapolis,47930
16624,"Highmore,SD",Hyde,41,726,148,44.5214,-99.4393,America/Chicago,57345
16625,"Elkton,SD",Brookings,41,726,187,44.2351,-96.4796,America/Chicago,57026
16626,"Plum Grove,TX",Liberty,43,726,74,30.2007,-95.0958,America/Chicago,77372 77327
16627,"Orleans,VT",Orleans,45,725,308,44.8092,-72.2013,America/New_York,5860
16628,"White,GA",Bartow,10,725,290,34.2825,-84.7472,America/New_York,30184
16629,"Lawtey,FL",Bradford,9,725,185,30.0484,-82.0725,America/New_York,32058
16630,"Bethlehem,GA",Barrow,10,725,112,33.9372,-83.7097,America/New_York,30620 30680
16631,"Wyocena,WI",Columbia,49,725,195,43.4931,-89.3099,America/Chicago,53954 53960 53969
16632,"Tekonsha,MI",Calhoun,22,725,303,42.0967,-84.9897,America/Detroit,49092
16633,"Rancho Chico,TX",San Patricio,43,725,543,28.0243,-97.4966,America/Chicago,78387
16634,"Lanesboro,MN",Fillmore,23,725,214,43.7181,-91.9719,America/Chicago,55949
16635,"Edenburg,PA",Berks,38,725,485,40.5658,-75.9593,America/New_York,19526
16636,"Gould,AR",Lincoln,4,724,180,33.9872,-91.564,America/Chicago,71643
16637,"Gordon,PA",Schuylkill,38,724,471,40.75,-76.3401,America/New_York,17936
16638,"Wilson,KS",Ellsworth,16,724,467,38.8255,-98.4749,America/Chicago,67490
16639,"Kreamer,PA",Snyder,38,724,225,40.8003,-76.9709,America/New_York,17842 17833
16640,"Greenview,IL",Menard,13,724,328,40.085,-89.7407,America/Chicago,62642
16641,"New London,NC",Stanly,33,724,141,35.4348,-80.2198,America/New_York,28127
16642,"Clay Center,NE",Clay,27,724,382,40.5256,-98.055,America/Chicago,68933
16643,"Mott,ND",Hettinger,34,724,304,46.3744,-102.3189,America/Denver,58646
16644,"Oakman,AL",Walker,1,724,90,33.7141,-87.389,America/Chicago,35579
16645,"Lockesburg,AR",Sevier,4,724,80,33.9716,-94.1761,America/Chicago,71846
16646,"Garnavillo,IA",Clayton,15,724,273,42.8662,-91.2364,America/Chicago,52049
16647,"Bella Villa,MO",St. Louis,25,724,2166,38.5436,-90.2854,America/Chicago,63125
16648,"Low Mountain,AZ",Navajo,3,724,7,35.9481,-110.0981,America/Denver,86520 86510 86034
16649,"Whiting,IA",Monona,15,723,278,42.1272,-96.1508,America/Chicago,51063
16650,"Schaller,IA",Sac,15,723,221,42.4965,-95.2963,America/Chicago,51053
16651,"Gallipolis Ferry,WV",Mason,48,723,122,38.7745,-82.204,America/New_York,25515
16652,"Merrill,MI",Saginaw,22,723,401,43.4091,-84.3345,America/Detroit,48637
16653,"Gainesville,MO",Ozark,25,723,97,36.6063,-92.4245,America/Chicago,65655
16654,"Fairfield,MT",Teton,26,723,915,47.6152,-111.9814,America/Denver,59436
16655,"Salem,KY",Livingston,17,723,327,37.2653,-88.241,America/Chicago,42078
16656,"Delta,PA",York,38,723,1065,39.7267,-76.3271,America/New_York,17314
16657,"Wheatland,IA",Clinton,15,723,461,41.8329,-90.8379,America/Chicago,52777
16658,"Gilberton,PA",Schuylkill,38,723,196,40.7961,-76.2235,America/New_York,17949 17931 17934
16659,"Arivaca,AZ",Pima,3,723,10,31.575,-111.2926,America/Phoenix,85601
16660,"Woodville,AL",Jackson,1,723,42,34.6256,-86.2792,America/Chicago,35776
16661,"Mohall,ND",Renville,34,723,262,48.7661,-101.5169,America/Chicago,58761
16662,"Jerome,PA",Somerset,38,722,107,40.2136,-78.9809,America/New_York,15937 15935
16663,"Green Mountain Falls,CO",Teller,6,722,255,38.9345,-105.0235,America/Denver,80819
16664,"Heuvelton,NY",St. Lawrence,32,722,366,44.617,-75.4046,America/New_York,13654
16665,"Morrison,TN",Warren,42,722,103,35.6048,-85.9117,America/Chicago,37357
16666,"Elizabeth,IL",Jo Daviess,13,722,319,42.3164,-90.2206,America/Chicago,61028
16667,"Winton,NC",Hertford,33,722,344,36.3899,-76.9349,America/New_York,27986
